"","date","1","2","3"
"1",2009-01-01,3.65616546797978,3.65616546797978,3.87140919603339
"2",2009-01-02,3.56559115225631,3.56559115225631,3.7834256828
"3",2009-01-03,3.55180101701868,3.55180101701868,3.77675088443993
"4",2009-01-04,3.59820848068278,3.59820848068278,3.82132756259109
"5",2009-01-05,3.61628546227329,3.61628546227329,3.83578051663122
"6",2009-01-06,3.6963350963102,3.6963350963102,3.91168193931127
"7",2009-01-07,3.7380471603769,3.7380471603769,3.92876402428103
"8",2009-01-08,3.75155024995498,3.75155024995498,3.95693534025493
"9",2009-01-09,3.63359322368047,3.63359322368047,3.86531300130079
"10",2009-01-10,3.62027468170704,3.62027468170704,3.82299072293717
"11",2009-01-11,3.60058029495644,3.60058029495644,3.806857134302
"12",2009-01-12,3.67250364153488,3.67250364153488,3.91390988557261
"13",2009-01-13,3.69519091620832,3.69519091620832,3.87926330470813
"14",2009-01-14,3.6169245929814,3.6169245929814,3.85209041652367
"15",2009-01-15,3.66009369705549,3.66009369705549,3.9234014913993
"16",2009-01-16,3.53445619687106,3.53445619687106,3.82599335753662
"17",2009-01-17,3.76323099773557,3.76323099773557,3.95203836224637
"18",2009-01-18,3.8228047375218,3.8228047375218,4.02480913545228
"19",2009-01-19,3.84772805772781,3.84772805772781,4.08900146683772
"20",2009-01-20,3.40599377548014,3.40599377548014,3.60519360165528
"21",2009-01-21,3.27539372291138,3.27539372291138,3.57795508083169
"22",2009-01-22,3.65994731343819,3.65994731343819,3.8513159938731
"23",2009-01-23,3.57182252757858,3.57182252757858,3.81184053073654
"24",2009-01-24,3.56287271711479,3.56287271711479,3.82037433530378
"25",2009-01-25,3.1216866496884,3.1216866496884,3.39199038218314
"26",2009-01-26,3.54770691851304,3.54770691851304,3.6667350449042
"27",2009-01-27,2.69540133193923,2.69540133193923,2.91859799779907
"28",2009-01-28,3.72034828143075,3.72034828143075,3.7605760876833
"29",2009-01-29,3.44969141941373,3.44969141941373,3.51538335702447
"30",2009-01-30,3.93834836480839,3.93834836480839,4.05220883755261
"31",2009-01-31,3.58396351649628,3.58396351649628,3.8122038198526
"32",2009-02-01,3.80344513335535,3.80344513335535,3.98759501744858
"33",2009-02-02,3.97003505776819,3.97003505776819,4.14970295729338
"34",2009-02-03,4.00459126381086,4.00459126381086,4.18280440073705
"35",2009-02-04,3.97240025335197,3.97240025335197,4.21014201727576
"36",2009-02-05,3.99588457716977,3.99588457716977,4.20918980903813
"37",2009-02-06,3.95762780139782,3.95762780139782,4.18585602879964
"38",2009-02-07,3.86837122960732,3.86837122960732,4.0614824225945
"39",2009-02-08,3.96054104804376,3.96054104804376,4.20293300820114
"40",2009-02-09,4.05095719901586,4.05095719901586,4.3028512456584
"41",2009-02-10,3.94798031261632,3.94798031261632,4.17719103250761
"42",2009-02-11,4.09381205649362,4.09381205649362,4.31968141137477
