"","date","1","2","3"
"1",2005-01-01,3.44879978769626,3.44879978769626,3.65797832291417
"2",2005-01-02,3.42338286015022,3.42338286015022,3.64519586740617
"3",2005-01-03,3.35132166703557,3.35132166703557,3.57606315441401
"4",2005-01-04,3.42222909248715,3.42222909248715,3.62955484686201
"5",2005-01-05,3.49767344717375,3.49767344717375,3.69326235179337
"6",2005-01-06,3.61577322372064,3.61577322372064,3.83384820871256
"7",2005-01-07,3.57832634370467,3.57832634370467,3.79638874010135
"8",2005-01-08,2.96243947548482,2.96243947548482,3.14059420727114
"9",2005-01-09,3.48938232139251,3.48938232139251,3.78557351125931
"10",2005-01-10,3.7040094340824,3.7040094340824,3.9283196837243
"11",2005-01-11,3.74127526683073,3.74127526683073,3.96517162502293
"12",2005-01-12,3.58188112563423,3.58188112563423,3.77316674190536
"13",2005-01-13,3.68861397910309,3.68861397910309,3.862337028905
"14",2005-01-14,3.4654956988315,3.4654956988315,3.68845774990076
"15",2005-01-15,3.23644577917913,3.23644577917913,3.44521175419227
"16",2005-01-16,3.13538204934281,3.13538204934281,3.40625811954176
"17",2005-01-17,3.63322077640569,3.63322077640569,3.82652582861619
"18",2005-01-18,3.45483744276351,3.45483744276351,3.69379658326719
"19",2005-01-19,3.85536061701108,3.85536061701108,4.05178913162166
"20",2005-01-20,3.79858610022502,3.79858610022502,4.03431619713371
"21",2005-01-21,3.91500361324359,3.91500361324359,4.11575309670238
"22",2005-01-22,3.8298546644266,3.8298546644266,4.03948193798274
"23",2005-01-23,3.7867388260317,3.7867388260317,3.88724882966759
"24",2005-01-24,3.29443773749122,3.29443773749122,3.51072736412087
"25",2005-01-25,3.06494544493901,3.06494544493901,3.31148380333513
"26",2005-01-26,2.90876494255567,2.90876494255567,3.04006417997804
"27",2005-01-27,3.33902428808626,3.33902428808626,3.5887349816686
"28",2005-01-28,3.47543886303615,3.47543886303615,3.7797267399576
"29",2005-01-29,3.71473175199909,3.71473175199909,3.90217820674519
"30",2005-01-30,3.54151218537253,3.54151218537253,3.81685305668454
"31",2005-01-31,3.56587890522194,3.56587890522194,3.86231251466531
"32",2005-02-01,3.78443163928362,3.78443163928362,4.01730058968907
"33",2005-02-02,3.65032727239719,3.65032727239719,3.85719298769753
"34",2005-02-03,3.80613061183363,3.80613061183363,4.03042988815856
"35",2005-02-04,3.82312546185547,3.82312546185547,4.05915107914248
"36",2005-02-05,4.04542852451676,4.04542852451676,4.25578339153498
"37",2005-02-06,4.00532827834776,4.00532827834776,4.19867099738357
"38",2005-02-07,3.71349808695317,3.71349808695317,4.03063418822397
"39",2005-02-08,4.02670995000166,4.02670995000166,4.25109196799055
"40",2005-02-09,3.79089631588447,3.79089631588447,3.96227027382767
"41",2005-02-10,3.85223993625581,3.85223993625581,4.06718337088753
"42",2005-02-11,4.05641056123243,4.05641056123243,4.25901334161998
"43",2005-02-12,3.84344292317809,3.84344292317809,4.05874907210581
"44",2005-02-13,3.71900093288785,3.71900093288785,3.93184272416818
"45",2005-02-14,4.02546973813198,4.02546973813198,4.29914636816876
"46",2005-02-15,4.04067489301773,4.04067489301773,4.13250502330447
"47",2005-02-16,4.0417217973442,4.0417217973442,4.20584688797416
"48",2005-02-17,4.08486441042393,4.08486441042393,4.26140049181384
"49",2005-02-18,3.98437303115931,3.98437303115931,4.20082091110837
"50",2005-02-19,4.11491740338557,4.11491740338557,4.35529934216112
"51",2005-02-20,4.04642657628093,4.04642657628093,4.27702748472661
"52",2005-02-21,4.11510499532109,4.11510499532109,4.35288491374962
"53",2005-02-22,4.20526560551633,4.20526560551633,4.42103459662943
"54",2005-02-23,4.2410940644996,4.2410940644996,4.46901553371544
"55",2005-02-24,4.20924150838093,4.20924150838093,4.46698611819252
"56",2005-02-25,4.21410066903336,4.21410066903336,4.44576019816503
"57",2005-02-26,4.3134124957187,4.3134124957187,4.53104484226283
"58",2005-02-27,4.10723944114969,4.10723944114969,4.38112379723055
"59",2005-02-28,2.69933209829347,2.69933209829347,3.27591568649302
"60",2005-03-01,3.70167826628204,3.70167826628204,4.05905672636832
"61",2005-03-02,3.4114715625275,3.4114715625275,3.78739760648569
"62",2005-03-03,4.51114660606419,4.51114660606419,4.70283434270114
"63",2005-03-04,4.27474642651254,4.27474642651254,4.42185276505821
"64",2005-03-05,4.2549356109682,4.2549356109682,4.48163518770175
"65",2005-03-06,4.03599346505204,4.03599346505204,4.32965585209057
"66",2005-03-07,4.15909682786111,4.15909682786111,4.39593628502734
"67",2005-03-08,4.29622589059999,4.29622589059999,4.54008409925677
"68",2005-03-09,4.32462357311501,4.32462357311501,4.57630505943965
"69",2005-03-10,4.14655585325265,4.14655585325265,4.46638539724217
"70",2005-03-11,4.30866186410728,4.30866186410728,4.52784980861434
"71",2005-03-12,4.28689325659316,4.28689325659316,4.50569501235781
"72",2005-03-13,4.0354925395477,4.0354925395477,4.27491675170569
"73",2005-03-14,3.94479027724607,3.94479027724607,4.33274032445766
"74",2005-03-15,4.06300150731217,4.06300150731217,4.31407388067729
"75",2005-03-16,4.02843272709381,4.02843272709381,4.32596380989802
"76",2005-03-17,3.59277818743482,3.59277818743482,3.8998997968731
"77",2005-03-18,3.09357590578065,3.09357590578065,3.46241274535202
"78",2005-03-19,4.00117038631508,4.00117038631508,4.22617377922439
"79",2005-03-20,3.38807040214211,3.38807040214211,3.63336596759368
"80",2005-03-21,3.90098802020557,3.90098802020557,4.1024915828597
"81",2005-03-22,3.4902207622887,3.4902207622887,3.62419377509332
"82",2005-03-23,3.66595100832798,3.66595100832798,3.819738206684
"83",2005-03-24,3.71668621179103,3.71668621179103,3.85644575331695
"84",2005-03-25,4.08498244171955,4.08498244171955,4.24039293768576
"85",2005-03-26,3.84984536186725,3.84984536186725,4.00547110764048
"86",2005-03-27,4.15343046487133,4.15343046487133,4.28837899178048
"87",2005-03-28,3.48195260995635,3.48195260995635,3.75904376380559
"88",2005-03-29,4.17138790625906,4.17138790625906,4.31188797745551
"89",2005-03-30,4.16527329568272,4.16527329568272,4.36328265603914
"90",2005-03-31,4.34279557786905,4.34279557786905,4.58406192844219
"91",2005-04-01,4.39840723747601,4.39840723747601,4.61391567263196
"92",2005-04-02,4.23219413210818,4.23219413210818,4.42078941377888
"93",2005-04-03,3.82677315359328,3.82677315359328,4.0232227560012
"94",2005-04-04,3.61705255765061,3.61705255765061,3.91030204609261
"95",2005-04-05,3.60381613222023,3.60381613222023,3.85079070172161
"96",2005-04-06,3.48585216107552,3.48585216107552,3.70597543258272
"97",2005-04-07,3.92159534118479,3.92159534118479,4.07034555390951
"98",2005-04-08,3.96051013718746,3.96051013718746,4.22708373706692
"99",2005-04-09,4.21120865049276,4.21120865049276,4.43804491033782
"100",2005-04-10,4.20206413356501,4.20206413356501,4.34224846705225
"101",2005-04-11,4.0204759253667,4.0204759253667,4.24367474717211
"102",2005-04-12,4.19736501173938,4.19736501173938,4.38629998906897
"103",2005-04-13,4.10828252042879,4.10828252042879,4.30602326072062
